,Director,No. of critics for reviews,Duration,No. of Facebook likes for Director,No. of Facebook likes for Actor 3,Actor 2,No. of Facebook likes for Actor 1,Gross Revenue,Actor 1,No. of users who voted,Total Facebook likes for cast,Actor 3,No. of users for reviews,Language,Country,Content Rating,Budget,No. of Facebook likes for Actor 2,IMDb Score,Aspect Ratio,No. of Facebook likes for Movie,Release Date,Studio,Title,Average Metacritic Score
1329,Nick Hamm,130.0,102.0,6.0,353.0,Cameron Bright,22000.0,14334645.0,Robert De Niro,22449,23352,Munro Chambers,191.0,English,USA,PG-13,25000000.0,829.0,4.8,2.35,387,12/01/2003,Lions Gate Films,Godsend,31.5
1330,Andy Cadiff,65.0,101.0,3.0,120.0,Stark Sands,448.0,12189514.0,Annabella Sciorra,30092,842,Terence Maynard,129.0,English,USA,PG-13,23000000.0,143.0,6.1,2.35,0,01/09/2004,Warner Bros.,Chasing Liberty,50.875
1331,Lasse Hallström,107.0,108.0,529.0,83.0,Camryn Manheim,11000.0,8535575.0,Morgan Freeman,24033,11519,Lynda Boyd,152.0,English,USA,PG-13,30000000.0,329.0,7.0,2.35,0,09/09/2005,Miramax Films,An Unfinished Life,55.5
1332,Terry Gilliam,292.0,123.0,0.0,645.0,Lily Cole,10000.0,7689458.0,Andrew Garfield,126307,11769,Verne Troyer,210.0,English,UK,PG-13,40000000.0,785.0,6.8,1.85,19000,12/25/2009,Sony Pictures Classics,The Imaginarium of Doctor Parnassus,66.86666666666666
1333,Brad Furman,184.0,88.0,65.0,681.0,John Heard,3000.0,19316646.0,Justin Timberlake,52069,5706,David Costabile,95.0,English,USA,R,30000000.0,697.0,5.6,2.35,0,10/04/2013,20th Century Fox,Runner Runner,42.25806451612903
1334,Peter Howitt,123.0,109.0,29.0,91.0,Richard Roundtree,779.0,10965209.0,Tyler Labine,25558,1297,Ned Bellamy,221.0,English,USA,PG-13,30000000.0,240.0,6.1,2.35,0,01/12/2001,MGM/UA,Antitrust,38.206896551724135
1335,Niels Arden Oplev,217.0,118.0,76.0,174.0,Isabelle Huppert,3000.0,10880926.0,Dominic Cooper,54147,4253,James Biberi,127.0,English,USA,R,30000000.0,678.0,6.5,2.35,0,03/08/2013,FilmDistrict,Dead Man Down,45.58333333333334
1336,Chris Noonan,124.0,88.0,108.0,135.0,Bill Paterson,876.0,2975649.0,Emily Watson,23864,1518,Lucy Boynton,142.0,English,UK,PG,30000000.0,142.0,7.0,2.35,0,01/12/2007,MGM,Miss Potter,62.03448275862069
1337,Kaige Chen,90.0,103.0,45.0,107.0,Toby Leonard Moore,489.0,668171.0,Dong-gun Jang,8215,949,Nicholas Tse,132.0,Mandarin,China,PG-13,60000000.0,181.0,5.6,2.35,445,04/21/2017,Open Road Films,The Promise,55.30357142857143
1338,Corey Yuen,110.0,87.0,23.0,748.0,Holly Valance,826.0,480314.0,Steve Howey,38503,4473,Sarah Carter,180.0,English,USA,PG-13,21000000.0,816.0,4.8,2.35,0,06/15/2007,The Weinstein Co.,DOA: Dead or Alive,43.5
1339,Andrew Dominik,273.0,160.0,181.0,820.0,Jeremy Renner,11000.0,3904982.0,Brad Pitt,136104,22516,Sam Shepard,415.0,English,USA,R,30000000.0,10000.0,7.5,2.35,0,10/05/2007,Warner Bros. Pictures,The Assassination of Jesse James by the Coward Robert Ford,70.375
1340,Li Zhang,63.0,121.0,0.0,187.0,Joan Chen,974.0,127437.0,Bingbing Li,4670,1887,Jaycee Chan,27.0,Mandarin,China,R,18000000.0,643.0,6.0,2.35,0,10/07/2011,Variance Films,1911,42.0
1341,Marc Forster,134.0,129.0,395.0,313.0,Madeline Carroll,18000.0,537580.0,Gerard Butler,52972,19620,Kathy Baker,124.0,English,USA,R,30000000.0,1000.0,6.8,2.35,21000,09/23/2011,Relativity Media,Machine Gun Preacher,48.75
1342,Elizabeth Banks,221.0,115.0,0.0,751.0,Birgitte Hjort Sørensen,10000.0,183436380.0,Anna Kendrick,97697,13159,Hana Mae Lee,185.0,English,USA,PG-13,29000000.0,1000.0,6.5,1.85,40000,05/15/2015,Universal Pictures,Pitch Perfect 2,64.8974358974359
1343,James Mangold,291.0,153.0,446.0,154.0,Dallas Roberts,523.0,119518352.0,Sandra Ellis Lafferty,188637,1383,Tyler Hilton,815.0,English,USA,PG-13,28000000.0,405.0,7.9,2.39,11000,11/18/2005,20th Century Fox,Walk the Line,74.02564102564101
1344,Edward Norton,148.0,128.0,0.0,754.0,Milos Forman,955.0,37036404.0,Lisa Edelstein,44816,5404,Anne Bancroft,259.0,English,USA,PG-13,30000000.0,869.0,6.4,1.85,0,04/14/2000,Touchstone Pictures,Keeping the Faith,62.67741935483871
1345,Ron Howard,302.0,122.0,2000.0,1000.0,Clint Howard,2000.0,18593156.0,Toby Jones,88682,6161,Oliver Platt,241.0,English,USA,R,35000000.0,1000.0,7.7,2.35,0,12/05/2008,Universal Pictures,Frost/Nixon,80.55263157894737
1346,Ben Falcone,154.0,99.0,265.0,265.0,Tyler Labine,22000.0,63034755.0,Peter Dinklage,16984,23562,Ben Falcone,96.0,English,USA,R,29000000.0,779.0,5.3,1.85,0,04/08/2016,Universal Pictures,The Boss,43.948717948717956
1347,Richard Attenborough,17.0,147.0,0.0,400.0,Kevin McNally,18000.0,5899797.0,Denzel Washington,9913,18855,Penelope Wilton,51.0,English,UK,PG,29000000.0,427.0,7.5,2.35,0,11/06/1987,MCA Universal Home Video,Cry Freedom,62.73333333333333
1348,Lawrence Kasdan,65.0,112.0,759.0,933.0,Alfre Woodard,11000.0,4554569.0,Zooey Deschanel,8134,17873,Mary McDonnell,123.0,English,USA,R,28000000.0,1000.0,6.9,2.35,209,09/24/1999,Buena Vista Pictures,Mumford,65.27272727272727
1349,Don Mancini,148.0,88.0,64.0,363.0,Billy Boyd,1000.0,17016190.0,Jason Flemyng,28632,2567,Hannah Spearritt,214.0,English,Romania,R,12000000.0,857.0,4.9,1.85,0,11/12/2004,Focus Features,Seed of Chucky,48.82352941176471
1350,John Maybury,161.0,94.0,11.0,566.0,Jason Lewis,1000.0,6301131.0,Jennifer Jason Leigh,92850,5085,Angel Coulby,263.0,English,USA,R,29000000.0,948.0,7.1,2.35,0,03/04/2005,Warner Independent,The Jacket,50.97142857142857
1351,Ron Clements,124.0,90.0,63.0,631.0,Frank Welker,49000.0,217350219.0,Robin Williams,260939,52970,Scott Weinger,244.0,English,USA,G,28000000.0,2000.0,8.0,1.33,0,11/11/1992,Buena Vista Distribution Compa,Aladdin,66.73333333333333
1352,F. Gary Gray,349.0,167.0,473.0,303.0,Neil Brown Jr.,559.0,161029270.0,Aldis Hodge,119928,2702,R. Marcos Taylor,331.0,English,USA,R,28000000.0,427.0,7.9,2.35,76000,08/14/2015,Universal Pictures,Straight Outta Compton,73.8048780487805
1353,Steven Spielberg,148.0,118.0,14000.0,237.0,Amrish Puri,11000.0,179870271.0,Harrison Ford,329969,11898,Kate Capshaw,524.0,English,USA,PG,28000000.0,429.0,7.6,2.35,0,05/23/1984,Paramount Pictures,Indiana Jones and the Temple of Doom,62.78571428571429
1354,Lee Tamahori,133.0,104.0,93.0,878.0,Billy Burke,11000.0,74058698.0,Morgan Freeman,59232,17109,Monica Potter,317.0,English,USA,R,60000000.0,2000.0,6.3,2.35,0,04/06/2001,Paramount Pictures,Along Came a Spider,47.87096774193547
1355,John McTiernan,233.0,131.0,323.0,541.0,Bruce Willis,25000.0,81350242.0,Alan Rickman,592582,40585,Reginald VelJohnson,722.0,English,USA,R,28000000.0,13000.0,8.2,2.35,25000,07/15/1988,20th Century Fox,Die Hard,74.85714285714286
1356,David Wain,173.0,101.0,136.0,526.0,Ken Marino,833.0,67266300.0,Joe Lo Truglio,195255,3400,Bobb'e J. Thompson,170.0,English,Germany,R,28000000.0,543.0,6.9,1.85,0,11/07/2008,Universal Pictures,Role Models,65.0909090909091
1357,Adam McKay,426.0,130.0,285.0,767.0,Christian Bale,33000.0,70235322.0,Ryan Gosling,182983,57308,Charlie Talbert,374.0,English,USA,R,28000000.0,23000.0,7.8,2.35,99000,12/23/2015,Paramount Pictures,The Big Short,79.1111111111111
1358,Ang Lee,210.0,120.0,0.0,210.0,Kevin Chamberlin,579.0,7443007.0,Imelda Staunton,24663,1500,Demetri Martin,71.0,English,USA,R,30000000.0,489.0,6.7,1.85,0,08/28/2009,Focus Features,Taking Woodstock,59.4
1359,Gavin O'Connor,129.0,135.0,149.0,250.0,Noah Emmerich,639.0,64371181.0,Eddie Cahill,36636,1845,Kenneth Mitchell,289.0,English,USA,PG,28000000.0,617.0,7.5,2.4,0,02/06/2004,Buena Vista Pictures,Miracle,70.5
1360,Zack Snyder,287.0,110.0,0.0,1000.0,Kevin Zegers,3000.0,58885635.0,Ty Burrell,194422,10438,Mekhi Phifer,1057.0,English,USA,R,26000000.0,2000.0,7.4,2.35,7000,03/19/2004,Universal Pictures,Dawn of the Dead,66.11764705882354
1361,Adam Shankman,108.0,103.0,163.0,968.0,Judy Greer,11000.0,60400856.0,Matthew McConaughey,61317,17533,Alex Rocco,229.0,English,Germany,PG-13,35000000.0,2000.0,5.2,2.35,0,01/26/2001,Columbia Pictures,The Wedding Planner,39.206896551724135
1362,James Mangold,136.0,91.0,446.0,660.0,Rebecca De Mornay,1000.0,51475962.0,Clea DuVall,177828,3969,Jake Busey,714.0,English,USA,R,30000000.0,872.0,7.3,2.35,11000,04/25/2003,Columbia Pictures,Identity,66.0
1363,Jon Turteltaub,222.0,105.0,226.0,966.0,Morgan Freeman,22000.0,63910583.0,Robert De Niro,106755,35694,Romany Malco,173.0,English,USA,PG-13,28000000.0,11000.0,6.6,2.35,27000,11/01/2013,CBS Films,Last Vegas,52.411764705882355
1364,John Glen,112.0,127.0,46.0,244.0,Topol,844.0,62300000.0,Julian Glover,72085,2118,Desmond Llewelyn,263.0,English,UK,PG,28000000.0,402.0,6.8,2.35,2000,06/26/1981,Twentieth Century Fox Home Entertainment,For Your Eyes Only,59.16666666666666
1365,Peter Chelsom,122.0,82.0,23.0,6.0,David Sparrow,11.0,49968653.0,Lilli Lavine,85423,37,Ann Talman,374.0,English,USA,PG-13,28000000.0,9.0,6.9,1.85,12000,10/05/2001,Miramax Films,Serendipity,57.24242424242424
1366,Peter Hyams,62.0,99.0,0.0,186.0,Bruce McGill,664.0,44450000.0,Mia Sara,44394,2010,Gloria Reuben,115.0,English,Canada,R,27000000.0,655.0,5.8,2.35,0,09/16/1994,MCA Universal Home Video,Timecop,51.82352941176471
1367,Ben Stiller,135.0,90.0,0.0,8000.0,Alexander Skarsgård,14000.0,45162741.0,Milla Jovovich,201084,34565,Will Ferrell,523.0,English,Germany,PG-13,28000000.0,10000.0,6.6,2.35,0,09/28/2001,Paramount Pictures,Zoolander,64.3225806451613
1368,Lasse Hallström,184.0,115.0,529.0,325.0,Noah Lomax,576.0,71346930.0,David Lyons,78008,1554,Mimi Kirkland,160.0,English,USA,PG-13,28000000.0,447.0,6.7,2.35,23000,02/14/2013,Relativity Media,Safe Haven,41.03030303030303
1369,Scott Hicks,171.0,104.0,96.0,559.0,Lily Rabe,943.0,43097652.0,Zoë Kravitz,59068,3497,Bob Balaban,128.0,English,USA,PG,28000000.0,763.0,6.3,2.35,0,07/27/2007,Warner Bros. Pictures,No Reservations,55.24242424242424
1370,Matthew Vaughn,447.0,117.0,905.0,385.0,Deborah Twiss,553.0,48043505.0,Elizabeth McGovern,435864,2357,Michael Rispoli,801.0,English,UK,R,30000000.0,488.0,7.7,2.35,36000,04/16/2010,Lionsgate,Kick-Ass,70.0
1371,Ruben Fleischer,220.0,83.0,181.0,459.0,Dilshad Vadsaria,731.0,37053924.0,Bianca Kajlich,77935,1987,Fred Ward,122.0,English,Germany,R,28000000.0,579.0,6.1,2.35,0,08/12/2011,Sony Pictures,30 Minutes or Less,53.37837837837838
1372,Miguel Arteta,119.0,81.0,44.0,3000.0,Steve Carell,35000.0,66950483.0,Bella Thorne,29738,47677,Jennifer Garner,85.0,English,USA,PG,28000000.0,7000.0,6.2,2.39,12000,10/10/2014,Walt Disney Pictures,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",56.714285714285715
1373,Ridley Scott,302.0,117.0,0.0,521.0,Sean Young,11000.0,27000000.0,Harrison Ford,461609,13877,M. Emmet Walsh,1168.0,English,USA,R,28000000.0,759.0,8.2,2.35,34000,06/25/1982,Warner Bros. Pictures,Blade Runner,87.9090909090909
1374,Michael Caton-Jones,44.0,139.0,105.0,902.0,Jason Flemyng,14000.0,31600000.0,Liam Neeson,34427,16125,Eric Stoltz,126.0,English,USA,R,28000000.0,1000.0,6.9,2.35,0,04/07/1995,MGM Home Entertainment,Rob Roy,59.94736842105264
1375,James Gray,222.0,117.0,115.0,97.0,Oleg Taktarov,3000.0,28563179.0,Robert Duvall,72693,3681,Antoni Corone,199.0,English,USA,R,21000000.0,327.0,6.9,1.85,0,10/12/2007,Sony/Columbia,We Own the Night,62.36363636363637
1376,Janusz Kaminski,100.0,97.0,710.0,258.0,Bob Clendenin,497.0,16779636.0,Philip Baker Hall,9338,1805,Ben Chaplin,167.0,English,USA,R,28000000.0,347.0,4.8,2.35,209,10/13/2000,New Line Cinema,Lost Souls,24.448275862068964
1377,Donald Petrie,98.0,103.0,80.0,585.0,Carlos Ponce,806.0,17324744.0,Samaire Armstrong,44103,3211,Faizon Love,149.0,English,USA,PG-13,28000000.0,591.0,5.3,1.85,0,05/12/2006,20th Century Fox,Just My Luck,35.92307692307692
1378,Jay Roach,74.0,119.0,116.0,385.0,Mary McCormack,738.0,8888143.0,Scott Grimes,22250,2171,Ron Eldard,123.0,English,Canada,R,28000000.0,428.0,6.7,2.35,913,10/01/1999,Buena Vista,"Mystery, Alaska",53.93103448275862
1379,Brian Levant,97.0,94.0,32.0,453.0,Amber Valletta,1000.0,24268828.0,Madeline Carroll,29971,3436,George Lopez,71.0,English,USA,PG,28000000.0,626.0,5.4,1.85,0,01/15/2010,Lionsgate,The Spy Next Door,34.142857142857146
1380,David Gordon Green,125.0,107.0,234.0,660.0,Zoe Kazan,1000.0,6998324.0,Dominic Flores,11476,3944,Scoot McNairy,50.0,English,USA,R,28000000.0,962.0,6.1,1.85,0,03/12/2005,Koch Lorber Films,Our Brand Is Crisis,61.875
1381,Burr Steers,225.0,108.0,23.0,845.0,Bella Heathcote,2000.0,10907291.0,Matt Smith,23775,4710,Sam Riley,134.0,English,USA,PG-13,28000000.0,860.0,5.8,2.35,73000,02/05/2016,Sony Pictures,Pride and Prejudice and Zombies,49.0
1382,Robert B. Weide,135.0,110.0,53.0,87.0,Katherine Parkinson,480.0,2775593.0,James Corden,61269,858,Fenella Woolgar,98.0,English,UK,R,27000000.0,261.0,6.5,1.85,0,05/15/2008,MGM,How to Lose Friends & Alienate People,44.84
1383,Jeff Wadlow,350.0,103.0,65.0,405.0,Donald Faison,17000.0,28751715.0,Chloë Grace Moretz,202967,19168,Augustus Prew,378.0,English,USA,R,28000000.0,927.0,6.6,2.35,36000,08/16/2013,Universal Pictures,Kick-Ass 2,45.94285714285714
1384,Camille Delamarre,177.0,100.0,11.0,561.0,Robert Maillet,23000.0,20285518.0,Paul Walker,32103,25387,RZA,112.0,English,France,PG-13,28000000.0,727.0,5.7,2.35,0,04/25/2014,Relativity Media,Brick Mansions,44.82142857142857
1385,Judd Apatow,251.0,133.0,0.0,529.0,Martin Starr,11000.0,148734225.0,Harold Ramis,298590,12874,Charlyne Yi,559.0,English,USA,R,30000000.0,985.0,7.0,1.85,0,06/01/2007,Universal,Knocked Up,84.47368421052632
1386,Nick Cassavetes,148.0,109.0,415.0,228.0,Sofia Vassilieva,673.0,49185998.0,Jason Patric,74476,1775,Jeffrey Markle,184.0,English,USA,PG-13,30000000.0,489.0,7.4,2.35,15000,06/26/2009,Warner Bros. Pictures,My Sister's Keeper,55.60714285714285
1387,Richard Eyre,220.0,92.0,14.0,78.0,Andrew Simpson,386.0,17508670.0,Phil Davis,64625,646,Shaun Parkes,281.0,English,UK,R,15000000.0,99.0,7.4,1.85,0,12/25/2006,Fox Searchlight Pictures,Notes on a Scandal,73.68571428571428
1388,Gavin Hood,131.0,122.0,151.0,11000.0,Jake Gyllenhaal,24000.0,9664316.0,J.K. Simmons,47203,50950,Meryl Streep,197.0,English,USA,R,27500000.0,15000.0,6.8,2.35,0,10/19/2007,New Line Cinema,Rendition,58.0
1389,Callie Khouri,93.0,116.0,144.0,477.0,Fionnula Flanagan,1000.0,69586544.0,Ellen Burstyn,15352,3845,Matthew Settle,199.0,English,USA,PG-13,27000000.0,482.0,6.0,2.35,0,06/07/2002,Warner Bros. Pictures,Divine Secrets of the Ya-Ya Sisterhood,52.28571428571429
1390,John Landis,125.0,148.0,644.0,326.0,Aretha Franklin,1000.0,54200000.0,John Belushi,142448,2566,Ray Charles,319.0,English,USA,R,27000000.0,809.0,7.9,1.85,14000,06/20/1980,Universal Pictures,The Blues Brothers,61.25
1391,Todd Graff,98.0,118.0,650.0,715.0,Jeremy Jordan,1000.0,30920167.0,Dolly Parton,6476,3389,Jesse L. Martin,71.0,English,USA,PG-13,25000000.0,773.0,5.7,2.35,0,01/13/2012,Warner Bros. Pictures,Joyful Noise,49.41935483870968
1392,Chris Weitz,158.0,101.0,129.0,3.0,Christopher Webster,66.0,40566655.0,Sharon Small,144021,74,Peter McNicholl,391.0,English,UK,PG-13,30000000.0,5.0,7.1,2.35,0,05/17/2002,Universal Pictures,About a Boy,75.73684210526315
1393,Steve Miner,152.0,82.0,49.0,429.0,Bridget Fonda,1000.0,31768374.0,Oliver Platt,42761,3313,Ty Olsson,366.0,English,USA,R,27000000.0,888.0,5.6,2.35,2000,07/16/1999,20th Century Fox,Lake Placid,40.12
1394,Paul McGuigan,202.0,110.0,118.0,1000.0,Morgan Freeman,13000.0,22494487.0,Bruce Willis,262153,26451,Dorian Missick,507.0,English,Germany,R,27000000.0,11000.0,7.8,2.35,10000,04/07/2006,Weinstein Company,Lucky Number Slevin,57.97222222222222
1395,Philip Kaufman,80.0,193.0,133.0,820.0,Scott Glenn,2000.0,21500000.0,Dennis Quaid,45271,6341,Sam Shepard,170.0,English,USA,PG,27000000.0,826.0,7.9,1.85,0,10/21/1983,Warner Bros. Pictures,The Right Stuff,91.625
1396,Roland Emmerich,288.0,130.0,776.0,358.0,Joely Richardson,898.0,4463292.0,Vanessa Redgrave,34488,2452,Rafe Spall,136.0,English,UK,PG-13,30000000.0,584.0,6.9,2.35,15000,10/28/2011,Sony Pictures,Anonymous,54.9767441860465
1397,Alex Proyas,222.0,111.0,295.0,531.0,William Hurt,3000.0,14337579.0,Rufus Sewell,156929,4696,Bruce Spence,624.0,English,Australia,R,27000000.0,882.0,7.7,2.35,14000,02/27/1998,New Line Cinema,Dark City,69.0
1398,Saul Dibb,194.0,110.0,10.0,844.0,Hayley Atwell,3000.0,13823741.0,Dominic Cooper,61777,6420,Charlotte Rampling,140.0,English,UK,PG-13,13500000.0,2000.0,6.9,2.35,0,09/05/2008,Paramount Vantage,The Duchess,64.76470588235293
1399,Richard Linklater,63.0,123.0,0.0,324.0,Lew Temple,11000.0,10297897.0,Matthew McConaughey,8309,11969,Dwight Yoakam,39.0,English,USA,PG-13,27000000.0,597.0,6.0,2.35,315,03/27/1998,Twentieth Century Fox Home Entertainment,The Newton Boys,59.25
1400,Christian Alvart,167.0,109.0,22.0,355.0,Callum Rennie,14000.0,13248477.0,Bradley Cooper,60555,15790,Vanesa Tomasino,174.0,English,USA,R,27000000.0,716.0,6.2,2.35,0,10/01/2010,Paramount Studios,Case 39,31.93333333333333
1401,E. Elias Merhige,101.0,99.0,54.0,398.0,Kevin Chamberlin,748.0,8712564.0,Harry Lennix,16555,1721,William Mapother,139.0,English,USA,R,27000000.0,489.0,5.9,1.33,817,08/27/2004,Paramount Pictures,Suspect Zero,43.93103448275862
1402,Menno Meyjes,118.0,106.0,43.0,460.0,Richard Schiff,1000.0,7486906.0,Oliver Platt,17436,2495,Sophie Okonedo,71.0,English,USA,PG,27000000.0,506.0,6.8,1.85,0,11/02/2007,New Line Cinema,Martian Child,53.03846153846154
1403,Jodie Foster,268.0,98.0,0.0,638.0,Jack O'Connell,8000.0,41008532.0,Julia Roberts,19611,10894,Chris Bauer,103.0,English,USA,R,27000000.0,698.0,6.7,2.35,0,05/13/2016,Smokehouse Pictures,Money Monster,59.09090909090909
1404,Joel Schumacher,78.0,112.0,541.0,638.0,Philip Seymour Hoffman,22000.0,4485485.0,Robert De Niro,14612,46022,Chris Bauer,105.0,English,USA,R,15000000.0,22000.0,6.4,1.85,0,11/24/1999,MGM,Flawless,57.074074074074076
1405,Renny Harlin,127.0,101.0,212.0,749.0,Clifton Collins Jr.,1000.0,4476235.0,LL Cool J,49405,4186,Eion Bailey,226.0,English,USA,R,27000000.0,968.0,6.4,2.35,2000,05/13/2005,Miramax,Mindhunters,38.86666666666667
1406,Norman Jewison,54.0,120.0,278.0,387.0,Colin Salmon,844.0,763044.0,Charlotte Rampling,4257,3286,John Neville,52.0,English,Canada,R,23000000.0,766.0,6.2,1.85,188,12/12/2003,Sony Pictures Classics,The Statement,51.03125
1407,Steve Carr,167.0,91.0,41.0,328.0,Adhir Kalyan,567.0,20819129.0,Erick Avari,84209,2954,Allen Covert,201.0,English,USA,PG,26000000.0,402.0,5.2,1.85,0,01/16/2009,Sony Pictures/Columbia Pictures,Paul Blart: Mall Cop,44.5
1408,Mark Waters,129.0,97.0,70.0,512.0,Julie Gonzalo,2000.0,110222438.0,Jamie Lee Curtis,96693,3984,Willie Garson,271.0,English,USA,PG,26000000.0,528.0,6.1,1.85,0,12/17/1976,Disney,Freaky Friday,68.48888888888891
1409,John Madden,134.0,123.0,108.0,239.0,Martin Clunes,1000.0,100241322.0,Tom Wilkinson,175524,1690,Simon Callow,752.0,English,USA,R,25000000.0,264.0,7.2,2.35,0,12/25/1998,Miramax,Shakespeare in Love,87.75757575757574
1410,Scott Frank,253.0,114.0,71.0,313.0,Boyd Holbrook,14000.0,25977365.0,Liam Neeson,87950,15428,David Harbour,207.0,English,USA,R,28000000.0,439.0,6.5,2.35,15000,09/19/2014,Universal Studios,A Walk Among the Tombstones,61.0
1411,Ivan Reitman,46.0,111.0,425.0,344.0,Cathy Moriarty,743.0,91457688.0,Richard Tyson,107801,2403,Penelope Ann Miller,109.0,English,USA,PG-13,26000000.0,394.0,6.0,1.85,0,12/21/1990,MCA Universal Home Video,Kindergarten Cop,64.86666666666666
1412,Kevin Costner,153.0,139.0,0.0,648.0,Michael Jeter,3000.0,58328680.0,Robert Duvall,54096,5458,Julian Richings,494.0,English,USA,R,22000000.0,693.0,7.5,2.35,0,08/15/2003,Buena Vista Pictures,Open Range,68.825
1413,Joel Schumacher,49.0,115.0,541.0,442.0,Oliver Platt,8000.0,61490000.0,Julia Roberts,62037,10493,Hope Davis,148.0,English,USA,R,26000000.0,1000.0,6.6,2.35,0,09/29/2017,Columbia Pictures,Flatliners,43.4
1414,Wes Craven,224.0,85.0,0.0,178.0,Carl Gilliard,332.0,57859105.0,Robert Pine,94108,1090,Suzie Plakson,673.0,English,USA,PG-13,26000000.0,285.0,6.5,2.35,0,08/19/2005,Dreamworks,Red Eye,72.16666666666667
1415,David R. Ellis,175.0,90.0,160.0,392.0,Michael Landes,748.0,46455802.0,Sarah Carter,120786,3172,Keegan Connor Tracy,472.0,English,USA,R,26000000.0,439.0,6.2,1.85,0,01/31/2003,New Line Cinema,Final Destination 2,42.68
1416,Joel Coen,197.0,107.0,0.0,577.0,Tim Blake Nelson,1000.0,45506619.0,Holly Hunter,225102,3066,Daniel von Bargen,862.0,English,UK,PG-13,26000000.0,596.0,7.8,2.35,16000,12/22/2000,Buena Vista,"O Brother, Where Art Thou?",69.3
1417,Scott Stewart,226.0,100.0,124.0,534.0,Kate Walsh,2000.0,40168080.0,Dennis Quaid,80870,3889,Charles S. Dutton,315.0,English,USA,R,26000000.0,850.0,5.2,2.35,0,01/22/2010,Screen Gems,Legion,38.57142857142857
1418,Paul Weitz,157.0,109.0,80.0,2000.0,Ty Burrell,19000.0,45489752.0,Scarlett Johansson,48973,28493,Dennis Quaid,214.0,English,USA,PG-13,26000000.0,3000.0,6.5,1.85,736,12/29/2004,Universal Pictures,In Good Company,69.575
1419,Jonathan Frakes,69.0,94.0,906.0,528.0,Paula Garcés,2000.0,36985501.0,Michael Biehn,11212,3917,Jason George,94.0,English,USA,PG,26000000.0,587.0,5.2,1.85,874,03/29/2002,Paramount Pictures,Clockstoppers,44.375
1420,Lawrence Kasdan,46.0,133.0,759.0,67.0,Todd Allen,826.0,33200000.0,Scott Glenn,28247,1154,Brad Leland,149.0,English,USA,PG-13,26000000.0,130.0,7.2,2.35,0,01/01/1985,Sony Pictures Home Entertainment,Silverado,66.5
1421,Jim Sheridan,217.0,105.0,260.0,3000.0,Jake Gyllenhaal,20000.0,28501651.0,Natalie Portman,88035,42473,Bailee Madison,201.0,English,USA,R,26000000.0,15000.0,7.1,2.35,10000,08/27/2004,IFC Films,Brothers,69.77049180327869
1422,Kevin Allen,55.0,100.0,8.0,588.0,Frankie Muniz,1000.0,23222861.0,Daniel Roebuck,11092,3742,David Kelly,44.0,English,USA,PG,26000000.0,934.0,4.5,2.35,167,03/12/2004,MGM,Agent Cody Banks 2: Destination London,39.44
1423,Garry Marshall,200.0,113.0,0.0,307.0,Common,22000.0,54540525.0,Robert De Niro,66579,23456,Seth Meyers,134.0,English,USA,PG-13,56000000.0,988.0,5.7,1.85,20000,12/09/2011,Warner Bros.,New Year's Eve,28.7
1424,Michael Cristofer,93.0,118.0,49.0,155.0,Gregory Itzin,11000.0,16252765.0,Angelina Jolie Pitt,44913,11662,Jack Thompson,181.0,English,France,R,42000000.0,216.0,6.0,2.35,3000,08/03/2001,MGM,Original Sin,38.25
1425,James McTeigue,265.0,110.0,160.0,427.0,Dave Legeno,771.0,16005978.0,Pam Ferris,72886,2356,Kevin McNally,190.0,English,USA,R,26000000.0,570.0,6.4,2.35,35000,04/27/2012,Relativity Media,The Raven,47.76666666666666
1426,Woody Allen,116.0,103.0,11000.0,277.0,Elizabeth Berkley,11000.0,7496522.0,Woody Allen,31798,12534,Peter Gerety,178.0,English,USA,PG-13,26000000.0,893.0,6.8,1.37,826,08/24/2001,Dreamworks,The Curse of the Jade Scorpion,57.516129032258064
1427,Alan Shapiro,23.0,95.0,0.0,26.0,Chelsea Field,442.0,20047715.0,Paul Hogan,8008,616,Jessica Wesson,26.0,English,USA,PG,25530000.0,95.0,5.2,2.35,504,08/14/1963,MGM Home Entertainment,Flipper,47.368421052631575
